,accessionmethod,accessionyear,accesslevel,century,classification,classificationid,colorcount,commentary,contact,contextualtextcount,copyright,creditline,culture,datebegin,dated,dateend,dateoffirstpageview,dateoflastpageview,department,description,dimensions,division,edition,exhibitioncount,groupcount,id,imagecount,imagepermissionlevel,labeltext,lastupdate,markscount,mediacount,medium,objectid,objectnumber,people,peoplecount,period,periodid,primaryimageurl,provenance,publicationcount,rank,relatedcount,signed,standardreferencenumber,state,style,technique,techniqueid,title,titlescount,totalpageviews,totaluniquepageviews,url,verificationlevel,verificationleveldescription
62,,,1,7th century BCE,Vessels,57,0,,,0,,"Arthur M. Sackler Gallery, Smithsonian Institution; Gift of Arthur M. Sackler   S1987.105",Sasanian,595,7th century CE,705,2018-08-18,2018-10-30,Department of Ancient and Byzantine Art & Numismatics,,"5.7 × 14.3 cm, 481 g (2 1/4 × 5 5/8 in.)",,,1,0,355853,1,0,,2018-11-06T04:29:41-0500,0,0,"Silver, partially gilded",355853,TL41949.2,,0,Sasanian period,1394.0,https://nrs.harvard.edu/urn-3:HUAM:LEG261080,,0,266985,0,,,,,,,Hemispherical bowl with wedding scenes,1,7,7,https://www.harvardartmuseums.org/collections/object/355853,0,Unchecked. Object information has not been verified for completeness and has not been vetted
63,,,1,5th century BCE,Vessels,57,0,,,0,,"Virginia Museum of Fine Arts, Richmond, Adolph D. and Wilkins C. Williams Fund, 79.100",Greek,-485,c. 480 BCE,-475,2018-08-07,2018-11-02,Department of Ancient and Byzantine Art & Numismatics,,22.5 × 26.7 × 14 cm (8 7/8 × 10 1/2 × 5 1/2 in.),,,1,0,355856,1,0,,2018-11-06T04:29:41-0500,0,0,Terracotta,355856,TL41951,"[{'alphasort': 'Triptolemos Painter', 'birthplace': None, 'name': 'Triptolemos Painter', 'prefix': None, 'personid': 18239, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Triptolemos Painter'}]",1,Classical period,1419.0,https://nrs.harvard.edu/urn-3:HUAM:LEG261083,,0,266987,0,,,,Red-figure,Red-figure,7317.0,Ram head mug depicting symposium of the mythical kings of Athens,1,11,9,https://www.harvardartmuseums.org/collections/object/355856,0,Unchecked. Object information has not been verified for completeness and has not been vetted
64,,,1,5th century BCE,Vessels,57,0,,,0,,"The Walters Art Museum, Baltimore, Maryland, 48.2050",Greek,-455,c. 450 BCE,-445,2018-08-14,2018-10-30,Department of Ancient and Byzantine Art & Numismatics,,17.5 × 10.9 × 11.7 cm (6 7/8 × 4 5/16 × 4 5/8 in.),,,1,0,355858,1,0,,2018-11-06T04:29:41-0500,0,0,Terracotta,355858,TL41952.2,"[{'alphasort': 'Sotades Painter', 'birthplace': None, 'name': 'Sotades Painter', 'prefix': None, 'personid': 62875, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Sotades Painter'}]",1,Classical period,1419.0,https://nrs.harvard.edu/urn-3:HUAM:LEG261085,,0,266989,0,,,,Red-figure,,,Donkey and ram head mug depicting satyrs,1,13,8,https://www.harvardartmuseums.org/collections/object/355858,0,Unchecked. Object information has not been verified for completeness and has not been vetted
65,,,1,1st century CE,Paintings,26,0,,,0,,Museo archeologico Nazionale di Napoli,Roman,-5,1st century CE,105,2018-07-21,2018-11-05,Department of Ancient and Byzantine Art & Numismatics,,59 × 53 cm (23 1/4 × 20 7/8 in.),,,1,0,355863,1,0,,2018-11-06T04:29:41-0500,0,0,Fresco,355863,TL41956,,0,"Roman Imperial period, Early",138.0,https://nrs.harvard.edu/urn-3:HUAM:LEG261090,,0,266994,0,,,,,,,Wall painting of a banquet,1,7,7,https://www.harvardartmuseums.org/collections/object/355863,0,Unchecked. Object information has not been verified for completeness and has not been vetted
66,,,1,14th-13th century BCE,Vessels,57,0,,,0,,"British Museum, Excavated by the Turner Bequest Excavations, 1897,0401.1212",Levantine,-1405,14th-13th century BCE,-1195,2018-08-07,2018-11-04,Department of Ancient and Byzantine Art & Numismatics,,11.3 × 7.4 cm (4 7/16 × 2 15/16 in.),,,1,0,355866,1,0,,2018-11-06T04:29:41-0500,0,0,Faience,355866,TL41957.2,,0,,,https://nrs.harvard.edu/urn-3:HUAM:LEG261093,,0,266996,0,,,,,,,Ram head cup,1,10,10,https://www.harvardartmuseums.org/collections/object/355866,0,Unchecked. Object information has not been verified for completeness and has not been vetted
67,,,1,5th century BCE,Vessels,57,0,,,0,,"British Museum, 1873,0820.274",Greek,-495,490-470 BCE,-465,2018-08-07,2018-10-30,Department of Ancient and Byzantine Art & Numismatics,,24.1 × 12.7 cm (9 1/2 × 5 in.),,,1,0,355869,1,0,,2018-11-06T04:29:41-0500,0,0,Terracotta,355869,TL41957.5,"[{'alphasort': 'Douris', 'birthplace': None, 'name': 'Douris', 'prefix': None, 'personid': 18524, 'gender': 'male', 'role': 'Artist', 'displayorder': 1, 'culture': 'Greek', 'displaydate': 'active 500-460 BCE', 'deathplace': None, 'displayname': 'Douris'}]",1,"Archaic period, Late, to Early Classical",1525.0,https://nrs.harvard.edu/urn-3:HUAM:LEG261096,,0,266999,0,,,,,Red-figure,7317.0,Eagle head mug,1,8,8,https://www.harvardartmuseums.org/collections/object/355869,0,Unchecked. Object information has not been verified for completeness and has not been vetted
68,,,1,4th century BCE,Vessels,57,0,,,0,,"The Ashmolean Museum, Oxford",Greek,-405,4th century BCE,-295,2018-08-07,2018-11-05,Department of Ancient and Byzantine Art & Numismatics,,18 × 10.5 cm (7 1/16 × 4 1/8 in.),,,1,0,355876,1,0,,2018-11-06T04:29:42-0500,0,0,Terracotta,355876,TL41958.1,,0,"Classical period, Late",618.0,https://nrs.harvard.edu/urn-3:HUAM:LEG261103,,0,267005,0,,,,Red-figure,Red-figure,7317.0,Boar head mug depicting two banqueters,1,8,8,https://www.harvardartmuseums.org/collections/object/355876,0,Unchecked. Object information has not been verified for completeness and has not been vetted
69,,,1,5th century BCE,Vessels,57,0,,,0,,"The Ashmolean Museum, Oxford",Iranian,-505,5th century BCE,-395,2018-08-16,2018-10-30,Department of Ancient and Byzantine Art & Numismatics,,34.6 × 10.9 cm (13 5/8 × 4 5/16 in.),,,1,0,355879,1,0,,2018-11-06T04:29:42-0500,0,0,Terracotta,355879,TL41958.4,,0,,,https://nrs.harvard.edu/urn-3:HUAM:LEG261106,,0,267008,0,,,,,,,Horn-shaped rhyton with the head of a wild goat,1,9,8,https://www.harvardartmuseums.org/collections/object/355879,0,Unchecked. Object information has not been verified for completeness and has not been vetted
70,,,1,20th century,Vessels,57,0,,,0,,"The Metropolitan Museum of Art, The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979 (1979.206.34)",Cameroonian,1900,early 20th century,1925,2018-08-20,2018-10-30,Department of Ancient and Byzantine Art & Numismatics,,41 × 15.5 cm (16 1/8 × 6 1/8 in.),,,1,0,356323,1,0,,2018-11-06T04:29:46-0500,0,0,"Horn, glass beads, fiber and cotton cloth",356323,TL41960.2,,0,,,https://nrs.harvard.edu/urn-3:HUAM:LEG267707,,0,267012,0,,,,,,,Ceremonial drinking horn,1,5,5,https://www.harvardartmuseums.org/collections/object/356323,0,Unchecked. Object information has not been verified for completeness and has not been vetted
71,,,1,1st century CE,Sculpture,30,0,,,0,,"The Metropolitan Museum of Art, Rogers Fund, 1919 (19.192.50)",Roman Imperial,-5,Early 1st century CE,55,2018-08-07,2018-11-04,Department of Ancient and Byzantine Art & Numismatics,,10.2 cm (4 in.),,,1,0,356330,1,0,,2018-11-06T04:29:46-0500,0,0,Bronze,356330,TL41960.9,,0,Roman Imperial period,786.0,https://nrs.harvard.edu/urn-3:HUAM:LEG267714,,0,267019,0,,,,,,,Statuette of a Lar holding a rhyton with the forepart of a dolphin,1,6,6,https://www.harvardartmuseums.org/collections/object/356330,0,Unchecked. Object information has not been verified for completeness and has not been vetted
72,,,1,18th-16th century BCE,Vessels,57,0,,,0,,"Museum of Fine Arts, Boston. Harvard University—Boston Museum of Fine Arts Expedition",Nubian,-1705,c. 1700-1550 BCE,-1545,2018-08-20,2018-10-30,Department of Ancient and Byzantine Art & Numismatics,,20.5 × 26.5 cm (8 1/16 × 10 7/16 in.),,,1,0,356336,1,0,,2018-11-06T04:29:46-0500,0,0,Terracotta,356336,TL41961.2,,0,,,https://nrs.harvard.edu/urn-3:HUAM:LEG267720,,0,267025,0,,,,,,,Pitcher in the form of a hippopotamus,1,6,6,https://www.harvardartmuseums.org/collections/object/356336,0,Unchecked. Object information has not been verified for completeness and has not been vetted
73,,,1,14th-13th century BCE,Vessels,57,0,,,0,,"Paris, Musée du Louvre, Départment des Antiquités Orientales",Mycenaean,-1405,1400-1200 BCE,-1195,2018-08-07,2018-10-30,Department of Ancient and Byzantine Art & Numismatics,,21.5 × 16 cm (8 7/16 × 6 5/16 in.),,,1,0,356350,1,0,,2018-11-06T04:29:46-0500,0,0,Painted terracotta,356350,TL41963.4,,0,"Helladic period, Late Helladic IIIA",7059.0,https://nrs.harvard.edu/urn-3:HUAM:LEG267734,,0,267039,0,,,,,,,Ram head rhyton,1,10,9,https://www.harvardartmuseums.org/collections/object/356350,0,Unchecked. Object information has not been verified for completeness and has not been vetted
74,,,1,7th century,Vessels,57,0,,,0,,"The Cleveland Museum of Art, Gift of Mrs. Clara Taplin Rankin 1988.67.3",Tibetan,595,7th century CE,705,2018-07-24,2018-10-30,Department of Ancient and Byzantine Art & Numismatics,,30.5 cm (12 in.),,,1,0,356499,1,0,,2018-11-06T04:29:48-0500,0,0,"Silver, partially gilded",356499,TL41967.2,,0,,,https://nrs.harvard.edu/urn-3:HUAM:LEG267741,,0,267046,0,,,,,,,Rhyton with deer or gazelle head,1,9,8,https://www.harvardartmuseums.org/collections/object/356499,0,Unchecked. Object information has not been verified for completeness and has not been vetted
